Durum,Rapor Aciklamasi
Müspet,34PY6738 BAKIRKÖY YÖNÜNDE 08:50 SULARINDA HALKALI YOLU DURAĞINDA BELİRTMİŞ OLDUĞUM PLAKALI ARAÇ ŞOFÖRÜ DURAĞIN BİRAZ İLERİSİNDE DURDU. BİNMEK İÇİN KOŞTUK FAKAT TAM BİNECEKKEN KAPILARI KAPATTI. BUNDAN DOLAYI ELİM KAPIYA SIKIŞTI. ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI TALEP EDERİM
Müspet,HAT NUMARASI:47Ç KAPI NUMARASI:B1884 BİNİLEN YER:NURTEPE GİDİLEN YÖN:EMİNÖNÜ ARAÇ ŞOFÖRÜ TÜM UYARILARA RAĞMEN ARACI HIZLI KULLANIYOR. NEREDEYSE KAZA YAPIYORDUK.DAHA ÖNCE DE ŞİKAYETTE BULUNDUM FAKAT UYARI YAPILDIĞINI DÜŞÜNMÜYORUM. HATTAKİ TÜM ŞOFÖRLER TEHLİKELİ ŞEKİLDE ARAÇ KULLANIYOR. ŞİKAYETÇİYİM GEREĞİNİN YAPILIP TARAFIMA BİLGİ VERİLMESİNİ TALEP EDERİM.
Müspet,14KS KOZYATAĞINA GİDEN ARAÇ HASANPAŞA DURAĞINDA 08.5 DE ARAÇTA YER OLMASINA RAĞMEN DURMADI ŞİKAYETÇİYİM
Müspet,63 KAĞITHANE YÖNÜ AYAZMA YOLU DURAĞINDAN SONRA DÖNMESİ GEREKİRKEN ŞOFÖR BİZİ BİR DURAKTA İNDİRDİ VE U DÖNÜŞÜ YAPARAK GERİYE GİTTİ ŞİKAYETÇİYİM ŞOFÖR SAATİ GÖSTEREREK GEÇ KALDIM BAHANESİNİ UYDURDU OLAY SAATİ 8.45
Müspet,16B hattında çalışan C-1849 kodlu araca 20.02.2018 günü yapılan denetimde aracın logolarinin yipranmis oldugu tespit edilmiştir daha once yapilan denetimlerde sure ve uyari verilmesine rağmen eksikliğin giderilmedigi tespit edilmiştir resim ektedir
Müspet,BELİRTMİŞ OLDUĞUM HAT NUMARALI ARACI ESENEVLER MAHALLESİ DURAĞINDA SAAT 08:10 İTABERİYLE BEKLEMEME RAĞMEN 08:15 ARACI GELMEDİ BU SORUNU DÜNDE YAŞADIK BU DURUMDAN DOLAYI ŞİKAYETÇİYİM
Müspet,47Ç B1884 İLK DURAKTAN BİNDİM ŞOFÖR GAYET KURALLARA UYGUN HAREKET ETMEKTEDİR.TEŞEKKÜR EDERİM.
Uyarı,ERENKÖYDE OLDU OLAY BİZ ORTA ŞERİTTE GİDİYORDUK BELİRTMİŞ OLDUĞUM OTOBÜS BİRDEN ÜSTÜMÜZE KIRDI OTOBÜSÜ SON ANDA BİZ KURTULDUK TELEFON İLE KONUŞUYORDU ŞÖFÖR ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM SAAT : 08.56
Müspet,A1814 KAPI NOLU MR10 HAT NOLU KAZLIÇEŞME KALKIŞLI OTOBÜS 08.49 DA VELİEFENDİ MAHALLESİ DURAĞINDA ÖNCE YAVAŞLADI AMA DURMADI BİZİ DURAKTAN ALMADI.ŞİKAYETÇİYİM.
Uyarı,Saat 12 46 kartal kürsüsünde Sultanbeyli seferi yapan araç 2 yaşlı yolcu samadraya gidiyorum surdu c 1927 nolu araç şükür samadraya gittiği halde yuvaları almadı gerekli cezayı rica ederim
Müspet,8 E HATLI OTOBÜSLERİN SÜREKLİ OLARAK İPTAL OLMASINDAN ŞİKAYETÇİYİM YOLCULAR OLARAK DURAKLARDA MAĞDUR OLUYORUZ GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,BELİRTMİŞ OLDUĞUM KAPI NUMARALI ARAÇTA YOLCULUK ETMEKTEYİM ARAÇ ŞÖFÖRÜ BELEDİYE DURAĞINDA 8 DK BOYUNCU OYALANIYOR FAZLA YOLCU ALMAK İÇİN BİZDE BU DURUMDAN DOLAYI MAĞDUR KALIYORUZ BU SORUNU SÜREKLİ OLARAK YAŞAMAKTAYIM BU ŞİKAYETÇİYİM GÜZELTEPE YÖNÜNE GİDERKEN
Uyarı,34 JV 0218 PLAKALI OTOBÜS KARAKÖYDE PERŞEMBE PAZARI CADDESİNİN ÜZERİNDE SAAT 8:50DE ÜZERİME ARAÇ SÜRDÜ DAHA SONRA OTOBÜSÜN İÇİNDEKİ YOLCULARI BANA KARŞI DOLDURDU VE BANA HAKARET ETTİ. GEREKLİ CEZANIN VERİLMESİNİ İSTİYORUM ŞİKAYETÇİYİM ERGUVAN RENKLİ BİR ARAÇTI PLAKADAN EMİNİM .
Uyarı,İlgilendiğiniz için teşekkür ederim ama maalesef çok etkili olmamış görüşmeleriniz geçen hafta sadece 2 gün 7 buçuk otobüsünde kalorifer yakıldı ondan sonra bir daha yakmadılar şoförlerin kendi kaloriferleri açık bize ya çalışmıyor ya motor bir türlü ısınamıyor sizi ciddiye almamışlar sanırım C-1816 sabah 7 buçuk otobüsü madenler nişantepe 14a buzhane gibi
Müspet,MR11 HATTINI SAAT 7:10DAN 7:35E KADAR BALIKLI KAZLIÇEŞME YOLU DURAĞINDA CEVİZLİBAĞ YÖNÜNE BEKLEDİM. HİÇBİR ARAÇ GELMEDİ BU DURUMDAN ŞİKAYETÇİYİM.
Müspet,20.02. 2018 tarihinde 07:19 da 93T pazartekke durağından yolcularını almadı. - İstikameti taksim-zeytinburnu - Araç geçerken en az 3 yolcusuda bulunmaktaydı. Gereğinin yapılmasını arz ederim.
Müspet,C1663 KAPI NUMARALI 131 HAT NUMARALI ARACIN ŞOFÖRÜ ÇAYIR ÖNÜ DURAĞINA GİRMEDİ ŞİKAYETÇİYİM SULTANBEYLİ YÖNÜ OLAY : 07.35
Müspet,63 HATTINDA B.1900 KAPI KODLU ARAÇ ŞOFÖRÜ GENÇ OSMAN DURAĞINDA DURDU. YOLCULARIN TAMAMI BİNMEDEN BASTI GİTTİ. BİZİ ALMADI. ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -3- sefer etkilenmistir ilk zayi saati:07:40
Müspet,EMİNÖNÜ NAMIK KEMAL SOKAK DURAĞINDA BEKLİYORDUM . OTOBÜS GELDİ OTOBÜS BOŞ OLMASINA RAĞMEN ŞÖFÖR HİÇ KİMSEYİ ALMADAN GİTTİ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:40
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -14- sefer etkilenmistir ilk zayi saati:07:35
Müspet,31 HAT NUMARALI ARACIN PLAKASINI PAYLAŞTIĞIM ARAÇ BEKLEDİĞİM DURAĞA GELİRKEN IŞIKLARINI KAPATTI DURAKTA DURMADAN DEVAM ETTİ DURAĞA BİRAZ GEÇİNCE IŞIKLARINI YENİDEN AÇTI ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,143İ HATTINI İSTOÇ YÖNÜNE 06:35 ARACI BULUNMUŞ OLDUĞUM DURAKTA HİÇBİR ZAMAN DURMUYOR.ŞİKAYETÇİYİM.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:32
Müspet,İyi günler Başakşehir 4 Etap ta bulunan klinik durağında saat 07 05 itibariyle otobüs durağında ki panoda görülen 98h otobüsün iptali yazıyordu yani bir şekilde otobüs seferi iptal edildi ancak yerine başka bir otobüs gönderilmedi peşinden gelen araç yediyi on geçe metrokentten kalkıp Bakırköy istikametine giden 98h Express otobüsü Bu da benim güzergahı mı uymuyor onun peşine gelen araç 7 yi 20 geçe metrokentten kalkıyor o otobüsünde beklediğim durağa gelmesi yedi buçuğu buluyor Bundan dolayı Saat 07 00 otobüs saatini iptal olunca yerine başka bir araç gönderilmezse ciddi bir mağduriyet yaşıyoruz ve ben bundan dolayı işime mesai saatime geç kalıyorum Bundan dolayı iş yerime tutanak yazmak zorunda kalıyorum bu konudan şikayetçiyim Mesele şu ki eğer 98h 07.00 da son durağından kalkması gereken herhangi bir sebep nedeniyle iptal edilip yerine başka bir araç gönderilmezse İstanbul un sabah trafiğinde ciddi sıkıntılar yaşıyoruz ben bundan dolayı evimden erken çıkıyorum ama böyle bir durumda karşılaşınca yarım saat 40 dakika dışarıda beklemek zorunda kalıyorum Bu konunun gereğinin yapılmasını sizlerden rica ediyorum
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:07:25
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:25
Müspet,90 HATTI SAAT:06:45 SEFERİ SAAT:06:45-07:00 ARASI ŞEHİT İBRAHİM YILMAZ DURAĞINDA BEKLEDİM EMİNÖNÜ YÖNÜ ARAÇ GELMEDİ SEFER İPTAL OLMUŞ MAĞDUR OLDUM ŞİKAYETÇİYİM GEREĞİNİ ARZ EDERİM.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -13- sefer etkilenmistir ilk zayi saati:07:24
Müspet,BELİRTMİŞ OLDUĞUM DURAKTA 3 KİŞİ BEKLİYORDUK. FAKAT OTOBÜS DURAĞA YANAŞTI SADECE ÖN KAPIYI AÇTI. BİZ TAM GİRECEKKEN DEVAM ETTİ. ARKA TARAF BOŞTU. ŞİKAYETÇİYİM.
Müspet,KM31 HAT NUMARALI ARACIN SAAT 07:25 UĞUR MUMCU KALKIŞLI SEFERİ SAAT 07:39 GİBİ UĞURMUMCU SİTESİ DURAĞINDAN GEÇTİ. İŞARET ETMEMİZE RAĞMEN ARAÇ ŞOFÖRÜ DURAKTA DURMADI. ŞİKAYETÇİYİM. AYRICA KM31 HAT NUMARALI ARACIN İŞ GÜNLERİ İŞ GİRİŞ SAATLERİNDEKİ SEFERLERİ İLE CUMARTESİ GÜNLERİ İŞ GİRİŞ SAATLERİNDE SEFERLERİ BİRBİRİNDEN FARKLI CUMARTESİ GÜNLERİ SABAH SAATLERİNDE DAHA FAZLA SEFER BULUNMASINA RAĞMEN İŞ GÜNLERİNDE DAHA AZ SEFERİ OLMAKTADIR VE SEFERLERİ BU SEBEPLER YETERLİ GELMEMEKTEDİR. İŞ GÜNLERİ SABAH İŞ GİRİŞ SAATLERİNDE SEFERLERİNİN ARTTIRILMASINI TALEP EDİYORUM. AYRICA HAFTA İÇİ UĞURMUMCU KALKIŞLI 07:25 HALK OTOBÜSÜ SEFERİNİN YERİNE İETT OTOBÜSÜ KONULMASINI TALEP EDİYORUM. GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,BELİRTMİŞ OLDUM ARAÇ DURAKTA DURMADI ŞİKAYETÇİYİM
Müspet,GENÇOSMAN DURAĞINDA 97A 07:20 SEFER SAATLI OTOBUS DURAKTA DURMAMIŞTIR ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM .
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:15
Uyarı,92 Hattı Bağcılar kalkışlı saat 06:40 da kalkış yapan araç belirttiğim durağa geldi orta ve arka kısmı boştu duraktan 5-6 kişi aldı 3 kişi kaldık arkası boş dememize rağmen kapılarını kapattı bizi durakta bırakıp gitti mağdur edildik konu hakkında şikayetçiyim. Birim her defasında uyarı yaptık veya ceza kestik diyor ben bu şoför ile karşı karşıya gelmek istiyorum yapılan ceza anında bende birimde bulunmak duruma şahit olmak istiyorum.
Uyarı,BELİRTMİŞ OLDUĞUM OTOBÜS ŞOFÖRÜ İNSANLARI DURAK OLMAYAN YERDE ALMADI. İNSANLARDA SİNİRLENİP ARACIN FOTOĞRAFINI ÇEKTİ. ŞOFÖR BUNA TEPKİ GÖSTEREREK KÜFÜR ETTİ. FOTOĞRAF ÇEKENLERE GEL BENİ ÇEK OTOBÜSÜ ÇEKME KİMSEDEN KORKMUYORUM. DEDİ. ŞİKAYETÇİYİM.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -9- sefer etkilenmistir ilk zayi saati:07:10
Müspet,Gül sokak durağında araç geldi araba dolu olduğu için alamayacağını uzaktan el işareti yaparak söyledi duraktaki tek yolcuydum aracın arkasında da yerler vardı beni alabilirdi durakta durmadan geçti gitti.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:00
Müspet,19E 06:20 DE KALKMASI BEKLENEN 19E HATTI GELMEDİ BEN BUNU SÜREKLİ YAŞIYORUM ARAÇLAR SÜREKLİ GELMİYOR VE DİYER ARAÇ SÜREKLİ YOĞUN GEÇİYOR BEN BU SAATLERİN DÜZENŞLİ OLARAK KALKIŞINI SAĞLAMASINI İSTİYORUM BU DUURMDNA ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDİYORUM.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -22- sefer etkilenmistir ilk zayi saati:06:45
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -7- sefer etkilenmistir ilk zayi saati:06:40
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -9- sefer etkilenmistir ilk zayi saati:06:40
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -6- sefer etkilenmistir ilk zayi saati:06:37
Müspet,PLAKASINI PAYLAŞTIĞIM ARAÇ KAYNARACA YAN YOL MADİKAL PARK HASTANESİNİN KARŞISINDA ARACI KALDIRIMA PARK ETMİŞ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,Sayın yetkili 19.02.2018 tarihinde 06:00 kalkışlı 40B hat numaralı Sarıyer yönünden Beşiktaş yönüne giden otobüsün kalkışı gerçekleşmemiştir. -Yalılar- durağında bekliyordum ancak herhangi bir otobüs gelmedi. Bu nedenle çalışan insanlar işyerlerine geç kalmaktadır. Gereğinin yapılmasını arz ederim. 06 00 İLE 06 20 ARASI
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -12- sefer etkilenmistir ilk zayi saati:06:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:06:28
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:06:24
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -5- sefer etkilenmistir ilk zayi saati:06:22
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -4- sefer etkilenmistir ilk zayi saati:06:15
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:14
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -3- sefer etkilenmistir ilk zayi saati:06:08
Müspet,47E ARACI EMİNÖNÜ İSTİKAMETİNE GİDİŞTE ARACI KARADOLAP MAHALLESİ DURAĞINDA BEKLEMEKTEYİM 06:40 ARACI KALKIŞ YAPMAMIŞTIR ŞİKAYETÇİYİM VE BU DURUM SÜREKLİ YAŞANMAKTADIR.
Müspet,06:27 den 06:50 ye kadar durakta aracı bekledım beyazıt ıstıkametıne gıdıcektım arac gelmedı mağdur oldum şikayetcıyım
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:05:45
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:05:00
Müspet,bir bisiklet sürücüsünün yaşadıgı sıkıntı
Uyarı,34 JD 1753 PLAKALI 15BK HAT NUMARALI VE SİCİL NO:003716 NUMARALI ARAÇ ŞÖFÖRÜ SEYEHAT EDERKEN TELEFONLA KULANIYORDU ŞİKAYETCIYIM
Müspet,SAAT 23:00 DE KALKMASI GEREKEN ARAÇ SAAT 23:14 OLMASINA RAĞMEN GELMEDİ ŞİKAYETÇİYİM GEREĞNİN YAPILMASINI TALEP EDERİM
Müspet,49Y HATTINA AİT 34 KJ 0267 PLAKLI ARAÇ SAAT 23:55 SULARINDA ARAÇ ŞOFÖRÜ YEŞİLPINAR İSTİKAMETİNDE VEYSEL KARANİ CAMİİ DURAĞINDAN SONRA ARAÇ ŞOFÖRÜ BİR KAÇ YOLCU İÇİN GÜZERGAH DEĞİŞTİREMEM ARAÇ İNİP YÜRÜYÜN DEDİ. BU NEDENLE ŞİKAYETÇİYİM. KONU HAKKINDA GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,Selamın aleyküm geçen günlerdede rahatsızlığımı bildirmiştim beyoğlu bölgesi hasköy parkı durağında bekleyen 54K otobüsler tren vagonu gibi yarım metre arayla parkedip diğer vasıtaları görmemizi engelliyor 4. Otobüsün fotosunu çekemedim ama numarası B 087
Uyarı,İSTEDİĞİM YERDE İNME HAKKIM OLMASINA RAĞMEN BENİ İNDİRMEDİ VE ARAÇ İÇİNDE BAĞIRDI 19E YENİDOĞAN YÖNÜ ÖREN SOKAKDA İNDİRDİ VE BEN KİPA MARKETİN ÖNÜNDE DURAKTAN BİRKAÇ METRE ÖNÜNDE İNDİRDİ İNDİRMEK ZORUNDA MIYIM DEDİ ŞİKAYETÇİYİM
Uyarı,BELİRTMİŞ OLDUĞUM PLAKALI ARAÇ ŞOFÖRÜ TRAFİK KURAL İHLALİ YAPARAK KAZAYA SEBEBİYET VERMEKTEDİR. ARACIN ŞOFÖRÜ SULTANBEYLİ ÇİFTLİK BÖLGESİNDE KIRMIZI IŞIKLARDA HİÇ DURMAMAKTA. ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI TALEP ETMEKTEYİM.
Menfi,37E HAT NUMARALI ARACI EMİNÖNÜ DURAĞINDA SAAT : 23.51 DEN BERİ BEKLEMEKTEYİM. SAAT : 23.55 ARACI GELMEDİ. BU DURUMDAN DOLAYI ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI ARZ EDERİM.
Uyarı,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :22:30
Uyarı,47 Ç HATLI ARAÇ 22:13 ARACINI EMİNÖNÜ DURAĞINDA BEKLİYORUM FAKAT SAAT 22:26 ARAÇ GELMEDİ KONUYLA İLE İLGİLİ GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,BELİRTTİĞİM HATTIN ALEMDAĞ KALIŞ OLARAK 21.45 SEFERLİ ARAÇ ŞOFÖRÜ KADIKÖY İSTİKAMETİNDE EKŞİOĞLU MAHALLESİ DURAĞINA GİRMİYORDU ZORLAMAMIZLA EKŞİOĞLU MAHALLESİNE GİRDİ VE AYRICA ARACI HIZLI VE AGRESİF ŞEKİLDE KULLANIYORDU ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :22:10
Müspet,B-1621 KAPI NUMARALI 62 HAT NUMARALI ARAÇ ŞÖFÖRÜ DURAK IHLALI YAPIYOR AYRICA TEHLIKELI ARAÇ KULANIYOR ŞİKAYETCIYIM
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :21:50
Uyarı,34 YB 1945 PLAKALI OTOBÜS HER AKŞAM TAKSİM MEYDAN TÜNEL ÇIKIŞI DİVAN OTELİN KARŞI TARAFINDA DÖRTLÜ UYARI SİNYALLERİNİ AÇIP YOLU KAPATMAKTA VE TRAFİK OLUŞTURMAKTALAR. NE YAPMAYA ÇALIYORLAR ANLAŞILMIYOR. BU SEBEPTEN DOLAYI SÜREKLİ OLARAK BURADA TRAFİK OLUŞMAKTA VE MAĞDUR OLMAKTAYIZ. GEREĞİNİN YAPILMASINI TALEP EDERİM
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :21:36
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :21:22
Müspet,34 KP 0384 PLAKALI OTOBÜS HER AKŞAM TAKSİM MEYDAN TÜNEL ÇIKIŞI DİVAN OTELİN KARŞI TARAFINDA DÖRTLÜ UYARI SİNYALLERİNİ AÇIP YOLU KAPATMAKTA VE TRAFİK OLUŞTURMAKTALAR. NE YAPMAYA ÇALIYORLAR ANLAŞILMIYOR. BU SEBEPTEN DOLAYI SÜREKLİ OLARAK BURADA TRAFİK OLUŞMAKTA VE MAĞDUR OLMAKTAYIZ. GEREĞİNİN YAPILMASINI TALEP EDERİM
Uyarı,90 HATTININ 14 02 2018 TARİHİNDE 21 35 SEFERİ EMİNÖNÜ KALKIŞINDAN BİNECEKTİM ARACA YANAŞTIM ŞÖFÖR BENİ GÖRDÜ BANA DİKKATLİCE TEPEDEN TIRNAĞA BAKTI VE SİZE BU ARAÇTA YER YOK DEDİ BANA KOŞ ÖNDEKİ ARACA YETİŞ DEDİ YETİŞİBİLİRSEN BİN DEDİ DAHA SONRA BU DURUMDAN ÇOK RAHATSIZ OLDUM VE DAHA SONRA DRAMAYA DÖNERKEN ORDA ARACI DURDURDUM SAYGISIZ OLDUĞUNU SÖYLEDİM ŞİKAYETÇİYİM
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -4- sefer etkilenmistir ilk zayi saati:21:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:21:00
Uyarı,49B K1015 20:00 BELİRTİLEN PLAKALI ARAÇ ŞOFÖRÜ MECİDİYEKÖY POLİS KARAKOLU HİZASINDA ALİBEYKÖY YÖNÜ DURAK HARİCİ YOLCU ALDI. 29Ş B1624 BELİRTİLEN PLAKALI ARAÇ ŞOFÖRÜ ARAÇ SEYİR HALİDE İKEN CEP TELEFONU İLE GÖRÜŞÜYORDU.
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:20:35
Müspet,NAMAZGAH DURAĞINDAN YENİ DOĞAN YÖNÜNE GİTMEK İÇİN BİNDİĞİM KAPI KODLU ARAÇ ŞOFÖRÜ KLİMALARI ÇALIŞMAMAKTA VE ŞOFÖR SÜREKLİ OLARAK SOĞUK KLİMAYI AÇARAK YOLCULARI MAĞDUR ETMEKTEYDİ KONUYLA ALAKALI ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM CEZAİ İŞLEMLERİN CAYDIRICI OLMASINI TALEP EDİYORUM
Menfi,147 A1738 AVCILAR YÖNÜNE ESENYURT BELEDİYE DURAĞINDA DURMADAN DEVAM ETTİ ŞİKAYETÇİYİM
Uyarı,40B HAT NUMARALI VE B1844 KAPI NUMARALI ARACA BÜYÜK DERE DURAĞINDA BEŞİKTAŞ YÖNÜNE GİTMEK İÇİN ARACA BİNDİM SIK OLARAK KULLANMADIĞIM İÇİN ŞOFÖRE YENİKÖY YÖNÜNE Mİ GİDİYOR DİYE SORDUĞUMDA SİZ NEREYE GİTMEK İSTERSENİZ ORAYA GİDER DİYEREK CEVAP VERDİ BU YÜZDEN BİR BAYAN OLARAK BU CÜMLESİNİ TACİZ OLARAK ALGILADIM BU YÜZDEN ŞOFÖRDEN ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Uyarı,SAAT 20 :41 CİVARINDA OTOBÜS 34 UZ 8407 PLAKALI OTOBÜSE BİNDİM PENDİK DÖRT YOL VATANDAŞ ENGELLİ İŞARET ETTİ BENDE RİCA ETTİM ŞOFÖR AÇIN DİYE BANA BAĞIRDI HAKARET ETTİ AÇAMAM DEDİ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Menfi,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :20:00
Uyarı,42HM HATTINI DÖNÜŞ YÖNÜNDE 2.DURAKTA BEKLİYORDUM ARAÇ GELDİ FAKAT EL İŞARETİ YAPMAM RAĞMEN DURMADI. BENİ ALMADAN GİTTİ. 34KL9747 19.35
Uyarı,20D 34UZ8445 PLAKLI ARAÇ 19.00 DA GÖZCÜBABA DAN KADIKÖY İSTİKAMETİNE GİDERKEN KÜÇÜK ARAÇLARIN ÖNÜNE HAKSIZ OLARAK KIRARAK TRAFİK GÜVENLİĞİNİ TEHLİKEYE ATMIŞTIR.
Müspet,34AG1183 PLAKALI 98 HAT NUMARALI OTOBÜS 8.DURAK OLAN ÇOCUK SİTESİ DURAĞINI GEÇTİKTEN BAYA SONRA DURDU SÜREKLİ AYNI SORUNU YAŞAMAKTAYIM ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDERİM.
Uyarı,129T HATTINI GİDİŞ YÖNÜNDE FERAH CADDESİNDE BEKLİYORUM. 19.05 SEFERİ BU DURAKTAN 45 GEÇE GEÇMESİ GEREKİRKEN GEÇMEDİ. ŞİKAYETÇİYİM. KESTİRMEDEN Mİ GEÇTİ ÖĞRENMEK İSTİYORUM. GİDECEĞİM YERE GECİKTİĞİM İÇİN ZARARIMIN KARŞILANMASINI TALEP EDİYORUM. 2 85 TL DEN İKİ KİŞİ OLARAK ÇİFT BİLET BASACAĞIZ. FERAH MAHALLESİ NDE BÜYÜK BİR SIKINTI VARDIR .BURADAN İSTEDİĞİMİZ YERE SAATİNDE GİDEMİYORUZ. ARAÇLAR YA ÇOK GEÇ GELİYOR YA DA BU DURAKTAN GEÇMİYOR. GÜZERGAH MI DEĞİŞTİRDİ YOKSA KESTİRMEDEN Mİ GİTTİ ÖĞRENMEK İSTİYORUM.
Müspet,BELİRTMİŞ OLDUĞUM 146 HAT NUMARALI OTOBÜSÜ BOĞAZKÖY İSTİKAMETİNDE CİHANGİR MAHALLESİ DURAĞINDA BEKLEMEKTEYİM ARAÇ SAAT 19:38 CİVARI GELDİ ANCAK DURAKTA DURMADI. ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI TALEP ETMEKTEYİM.
Müspet,19 02 2018 tarihinde yapılan denetimlerde sürücünün gün boyu tek şoför olarak çalışma yaptığı anlaşılmıştır
Müspet,ŞİLE YOLU OLARAK BİLİNEN YOL ÜZERİNDE ALEMDAĞ YÖNÜNE DOĞRU PLAKASINI VERMİŞ OLDUGUM OTOBÜS MADENLER DURAĞINDA YOLCUYU YOL ÜZERİNDE BIRAKTI VE YOLUNA DEVAM ETTİ. BU ŞEKİLDE HEM TRAFİĞİ HEMDE YOLCUNUN HAYATINI TEHLİKEYE ATTI. ŞOFÖRÜN BU KADAR BASİT BİR KONUYU HAFİFE ALMASI VATANDAŞIN HAYATINA MÂLOLABİLİRDİ. BEN KONUDAN ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,19 02 2018 tarihinde yapılan denetimlerde sürücünün belirlenen süreden fazla sürede çalışma yaptığı anlaşılmıştır
Müspet,19 02 2018 tarihinde yapılan denetimlerde sürücünün belirlenen süreden fazla sürede çalışma yaptığı anlaşılmıştır
Müspet,59N HAT NOLU B1513 KAPI KODLU ARAÇ ETİLER ANADOLU MES.LİSESİ DURAĞINDA DURMADI.FATİH SULTAN MEHMET YÖNÜNE .19:16 DA ŞİKAYETÇİYİM.GEREĞİNİN YAPILMASINI ARZ EDERİM.
