Durum,Rapor Aciklamasi
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:10:00
Müspet,Yapılan denetimlerde aracın şoförü mehmet sakaoğlu fındıklı durağında tabela kapalı bir sekilde sigara ictigi görülmüştür geregini arz ederim.
Müspet,08.12.2017 tarihinde yapılan denetimlerde aracın ön yol kamerasının çalışmadığı görülerek kameranın onarılması yönünde uyarı yapılarak süre verilmiştir. Ancak geçen süre zarfında onarım yapılmadığı tespit edilmiştir.
Menfi,31 HATTININ YENİBOSNA KUYUMCUKENT İSTİKAMETİNDEN 07:00 SEFERİ GELMEDİ.BU DURUMDAN DOLAYI ŞİKAYETÇİYİM. iett tespit: 34 km
Müspet,14B hattında çalışan C-1781 kodlu araca 10.01.2018 günü yapılan denetimde aracın dış temizliği yapılmadığı tespit edilmiştir resim ektedir
Müspet,Aracın sağ yan OAŞ logosu yok.2 adet ibb logosu var.
Menfi,15BK hattında çalışan C-1542 kodlu araca 10.01.2018 günü yapılan denetimde aracın dış temizliği yapılmadığı tespit edilmiştir resim ektedir
Müspet,Araçta şanzıman arızası nedeniyle çok ağır bir koku var.Yolculara ve şöförlere rahatsızlık vermektedir.
Menfi,Aracın ön kısmında sonradan takılmış sis lambaları tavan kısmında aracın kodu yazan bir şapka mevcuttur. Bu aksesurlar uyarılmasına karşın sökülmemiştir.
Müspet,25.12.2017 tarihinde yapılan denetimlerde aracın yolcu anons sisteminin arızalı olduğu görülerek onarım yapılması yönünde uyarı yapılarak süre verilmiştir. Anonslar parazit nedeniyle duyulamamakta ve rahatsız edici seviyededir. Ancak geçen süre zarfında eksikliğin giderilmediği tespit edilmiştir.
Menfi,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :07:58
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:25
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -12- sefer etkilenmistir ilk zayi saati:07:10
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:05
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:07:03
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:07:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:50
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -3- sefer etkilenmistir ilk zayi saati:06:45
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:06:45
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -8- sefer etkilenmistir ilk zayi saati:06:30
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:10
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:05
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:06:00
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -3- sefer etkilenmistir ilk zayi saati:05:34
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:05:30
Müspet,Belirttiğim hat numaralı belirttiğim plakalı aracın şoförü saat 22:55 sularında belirttiğim duraktan yolcu almadan sefere devam etmiştir. Şikayetçiyim ve gereğini rica ederim. 47 km DURAK İHLALİ
Müspet,BELİRTTİĞİM ARACI KAYIŞDAĞI DUDULLU CD DURAĞINDA BİNECEKTİM ARAÇ HIZLICA DURAK ÖNÜNDEN GEÇTİ İLERİDE DURDU KOŞARAK GİDİP BİNDİK ARACA BİNİNCE NEDEN DURMADINIZ HIZLICA GEÇTİNİZ DEDİM DURDUĞUMA ŞÜKRET DURMAZDIM DA DEDİ DÖNÜP ARAÇTA Kİ ERKEK YOLCULARA KADINLARIN ERKEKLERDEN DAHA ÇOK SESİ ÇIKMAYA BAŞLADI BAKSANIZA DEDİ. ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM 34 LD 0393 BELİRTTİ. DÖNÜŞ 21:30 CİVARI
Müspet,19F hat numaralı araca Kadıköy den bindik araç belediyenin önünde dolmuş gibi yolcu bekliyor ve akbili olmayan vatandaşlardan para alıyor. c 1728 para alma kısmı
Menfi,09.01.2018 tarihinde C 1532 kodlu araca yapılan denetimlerde araca sabah ilk sefer saatinde kart basilmadigi ve saat 10:48 de kart basıldıktan sonra başka değişim olmadığı tesbit edilmiştir.
Menfi,09.01.2018 tarihinde yapılan denetimde belirlenen süreden fazla çalıştığı tespit edilmiştir
Müspet,09.01.2018 tarihinde yapılan denetimde belirlenen süreden fazla çalıştığı tespit edilmiştir
Müspet,09.01.2018 tarihinde C 1505 kodlu araca yapılan denetimlerde araç sürücüsünün belirlenen süreden fazla olarak çalıştığı tesbit edilmiştir.
Müspet,09.01.2018 tarihinde yapılan denetimde belirlenen süreden fazla çalıştığı tespit edilmiştir
Müspet,09.01.2018 tarihinde C 1731 kodlu araca yapılan denetimlerde araç sürücüsünün belirlenen süreden fazla olarak çalıştığı tesbit edilmiştir.
Müspet,09.01.2018 tarihinde yapılan denetimde belirlenen süreden fazla çalıştığı tespit edilmiştir
Menfi,09.01.2018 tarihinde yapılan denetimde belirlenen süreden fazla çalıştığı tespit edilmiştir
Menfi,09.01.2018 tarihinde yapılan denetimde belirlenen süreden fazla çalıştığı tespit edilmiştir.
Müspet,09.01.2018 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Menfi,09.01.2018 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Müspet,09.01.2018 tarihinde C 1752 kodlu araca yapılan denetimlerde araç sürücüsünün belirlenen süreden fazla olarak çalıştığı tesbit edilmiştir.
Menfi,36CE ARACI 34 VE 7918 PLAKALI SAAT 16:45 TE SARIGÖL DURAĞINDA DURMADI TAKSİYE BİNEREK YETİŞMEYE ÇALIŞTIM ARKASINDAN NECİP FAZIL KISAKÜREK DURAĞINA GEÇTİ O DURAKTA DA DURMADI EMİNÖNÜ DURAĞINDA ÖĞRENMEK İÇİN YANINA GİTTİM NEDEN DURMADIĞINI SORDUM EMİNÖNÜ KALKIŞ SEFERİNİN 5 DAKİKA İLERİYE ALINDIĞINI SÖYLEYİP HAREKET AMİRİNİN HIZLI ACELE GELMESİNİ SÖYLEDİ BANA ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI RİCA EDİYORUM. iett tespit: 57 km
Müspet,BELİRTTİĞİM ARACIN KARADENİZ CADDESİ DURAĞINDA BEKLİYORUM SAAT 16:36 ARAÇ DURAKTA HIZLI BİR ŞEKİLDE GEÇİP GİTTİ DURAĞA BAKMADI BİLE ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM iett tespit: 33 km
Menfi,09.01.2018 tarihinde yapılan denetimlerde sürücünün gün boyu tek şoför olarak çalışma yaptığı anlaşılmıştır
Menfi,PLANLANAN SEFERİ TAMAMLAYIP 18:00 DE LEVENTTEN GERİ DÖNEREK İŞLETMENİN TALİMATINA UYMADIĞI TESPİT EDİLMİŞTİR.
Menfi,B-1627 KAPI KODLU ARACIN ŞOFÖRÜ KABATAŞ YÖNÜNE GİDERKEN KOLORDU DURAĞINDA BEKLERKEN ARAÇ BENİ ALMADAN YOLCUSUNU ALMADAN GEÇİP GİTTİ. BU KONUDAN DOLAYI ŞİKAYETÇİYİM.GEREKLİ İŞLEMLERİN YAPILMASINI ARZ EDERİM. iett tespit: 30 km
Menfi,PLANLANAN SEFERİNİ TAMAMLAMAYIP 17:53 TE ZİNCİRLİKUYUDAN GERİ DÖNEREK İŞLETMENİN TALİMATINA UYMADIĞI TESPİT EDİLMİŞTİR.
Menfi,41E HAT B-1626 KAPI KODLU ARAÇ KOLORDU DURAĞI LEVENT YÖNÜNDE 15:50 DE KULAĞINDA TELEFON İLE OTOBÜS DOLU ŞEKLİNDE İŞARET YAPARAK DURAKDA DURMADAN YOLUNA DEVAM ETTİ. BİLEREK YAPIYORLAR YOKUŞTA OLDUĞU İÇİN DURAĞA GİRMİYORLAR. ARAÇ ŞOFÖRÜNDEN ŞİKAYETÇİYİM iett tespit: 33 km
Menfi,11ÜS HAT NUMARALI ARACI MİLLET BAHÇESİ DURAĞINDA BEKLİYORDUM ARAÇ SAAT 14:12 DE DURAKTAN GEÇTİ IŞIKLARI KAPALI BİR ŞEKİLDE SULTANBEYLİ İSTİKAMETİNE DOĞRU KAPI NUMARASINI 1926 OLARAK GÖRDÜM SADECE ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM iett tespit: 49 km
Müspet,BAŞVURUSUNA İSTİNADEN CEZA ŞOFÖR İÇİN ETKİLİ OLMAZ.ŞOFÖRÜN TRAFİĞE ÇIKMASINI İSTEMİYORUM. O ZAMAN SÖYLEMEYE UNUTTUM.ŞOFÖR TRAFİKTE ÇOK RAHAT ARAÇ KULLANIYOR.İNSANLARIN CANINA KAST ETMEYE ÇALIŞIYOR.UZAKLAŞTIRILMASINI TALEP EDİYORUM.
Uyarı,ARACA BİNDİM SÖFOR ÜZRET TALEP ETTİ BEN KARTIMI BASTIM DEDİM ÜCRET VERMEDİM BAŞKASINDAN PARA ALDI DAHA SONRA DÜĞMEYE BASTIĞIM HALDE DURAK DA DURMADI KAPILARI AÇMADI AYRICA TELEFONLA DA GÖRÜŞME SAĞLAMAKTADIR BİR ELİYLE TELEFONLA GÖRÜŞMEDE BİR ELİ DİREKSİYONDA KAZA YAPICAZ ŞİKAYETÇİYİM GEREĞİN YAPILMASINI ARZ EDERİM SÖFORÜN İŞİNDEN MEN EDİLMESİNİ DE TALEP EDİYORUM
Müspet,Arka lastikler dış seviyeleri yetersiz olduğu gözlemlenmiştir Rapor cevaplanırken eksikliğin giderildiğine dair fotoğraf veya belge eklenmesi gerekmektedir
Müspet,132M SULTANBEYLİ KARTAL HATTININ KARTAL YÖNÜNE DOĞRU TOPAL OSMAN CADDESİ DURAĞINDA BEKLEMEKTEYİM. 12:40 ARACI 13:20 DE BULUNMUŞ OLDUĞUM DURAKTA DURMAYARAK YOLUNA DEVAM ETMİŞTİR. OTOBÜSE BİNEMEDİĞİM İÇİN OTOBÜS ŞOFÖRÜNDEN ŞİKAYETÇİYİM. iett tespit: 42 km
Müspet,09.01.2018 Tarihinde Yapılan Denetimde Daha Önce Uyarı ve Süre Verilmesine Rağmen Aracın Arka Logosunun Eski ve Yıpranmış Olduğu Değiştirilmedigi Tespit Edilmiştir. Görüntü Ektedir. Rapor Cevaplanırken Aracın Logolarının Yenilendiğine Dair Fotoğraf Rapora Eklenmelidir
Menfi,11M HATTINI ÜSKÜDAR YÖNÜNE 3017 SOKAK DURAĞINDA BEKLİYORUM.12:30 ARACI ALMADI.DURAK DURMADI.ŞİKAYETÇİYİM. iett tespit: 43 km
Menfi,KADIKÖYDEN YE C-1622 19F HAT NUMARASI GÖZTEPE DURAĞINDA DURMADI IŞIKLARDA TABELASINI KAPATMIŞTIR. 12.30 CİVARI YAŞANMIŞTIR. ŞİKAYETÇİYİM.GEREĞİNİN YAPILMASIN ARZ EDERİM. iett tespit: 44 km
Müspet,26.12.2017 tarihinde yapilan uyarıda dış sol yan damalar sökülmüş ve eksik olduğu onarılması gerektiği konusunda uyarı yapılmış olup ve son yapılan kontrollerde sol yan kısım damalar onarılmadığı gözlemlenmiştir Rapor cevaplanırken eksikliğin giderildiğine dair fotoğraf veya belge eklenmesi gerekmektedir
Müspet,ilgili personel incirli duragindan bakirkoy meydan a seyrederken sigara ictigi tespit edilmistir. referans saati:14:05 sicil:2854
Müspet,Ön kapı açma kapatma valfi kırık.Defalarca uyarılmasına rağmen onarılmamış.
Müspet,30-A BEŞİKTAŞ MECİDİYEKÖY İSTİKAMETİ TARİH 09.1.2018 SAAT.10.00 ERTUĞRUL DURAĞINDAN BİZİ ALMADI BU NEDENDEN DOLAYI HASTANEYE YETİŞEMEDİM MUAYENE OLAMADIM ÖĞRENCİDE OKULUNA GEÇ KALDI BU ŞOFÖR HAKKIN GEREKLİ İŞLEMLERİN YAPILMASINI İSTİYORUM iett tespit: 31 km
Müspet,Yapılan denetimlerde aracın detaylı iç temizligi konusunda süre verildiğine rağmen hala sorun devam etmektedir gereğini rica ederim.
Müspet,Yapılan denetimlerde aracın yangın tüpünün boş olduğu görülüp yenilenmesi yönünde uyarı yapılarak süre verilmesine rağmen yangın tüpünün yenilenmediği tespit edilmiştir.
Müspet,Yapilan denetlemelerde aracın arka logosuna süre verilmiştir ancak sorun devam etmektedir gereğini arz ederim.
Müspet,C-1802 KAPI NOLU 14A HATTININ ŞOFÖRÜ SAAT 8:30 CİVARI DUDULLU DURAĞINDA ALEMDAĞ YÖNÜNE GİDERKEN VATANDAŞTAN YASAK OLMASINA RAĞMEN ÜCRET ALIYOR GEREĞİNİN YAPILMASINI TALEP EDİYORUM
Müspet,2.kez uyarıya rağmen ön lcd ekran onarılmamış.
Menfi,Sağ ön kelebek camda çatlak var.2.kez uyarılmasına rağmen onarılmamış.
Menfi,Uyarılmasına rağmen boş olan yangın tüpü değiştirilmemiştir.
Menfi,BEKLENEN DURAK:ESENBAHÇE GİDİŞ YÖNÜ:BAKIRKÖY SAAT 06:20 DE DURAKTA BEKLİYORDUM 06:15 ARACI DURAĞA GELMEDİ SAAT 06:35 E KADAR BEKLEDİM MAĞDUR OLDUM ŞİKAYETÇİYİM. iett tespit: 33 km
Müspet,34ga4889 plakalı yedek aracın dış kodları A18A2 iç kodu B1756 ve tavan döşeme kapaklarından bazılar bulunmamaktadır.
Menfi,BELİRTTİĞİM KAPI NUMARALI ARACIN ŞOFÖRÜ DURAKTA DURMADAN YOLA DEVAM ETTİ. YOLCULAARI ALMADI VE SOĞUKTA BİZİ MAĞDUR ETTİ. ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM iett tespit: 43 km
Menfi,14 HAT NUMARALI VE C1651 KAPI NUMARALI ARAÇ YENİDOĞAN YÖNÜNDE ZEYNEP KAMİL HASTANE DURAĞINDA DURMADAN YOLUNA DEVAM ETTİ BU YÜZDEN MAĞDUR OLDUM ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM. iett tespit: 36 km
Menfi,C-1773 KAPI KODLU 19D HAT NOLU BEREKET SİTESİ İSTİKAMETİNDEKİ OTOBUS SAAT 22:27 DA ÜMRANİYE ÇARŞI DURAĞIDA DURMAMIŞTIR.ARAÇ DURAKTAN TABELASINI KAPATMIŞ BİR ŞEKİLDE 30mt İLERİDE DURDU.BU ARACIN 19D OLDUĞUNU ARAÇTAN İNEN BİR YOLCUDAN DUYDUM. DURAKTAKİ YOLCULARI ALMAMIŞTIR.BUNDAN DOLAYI ŞİKAYETÇİYİM.GEREĞİNİN YAPILMASINI TALEP EDİYORUM. iett tespit: 42 km
Müspet,34HE 2654 PLAKALI ARAÇ ŞÖFÖRÜ KOŞUYOLU KÖPRÜSÜ ESKIDEN AKTIF DEGILDI SIMDI AKTIF OLMASINA RAGMEN ŞÖFÖR O DURAKDA INDIRMEDI KADİKÖY YONUNDEYKEN BU YUZUNDEN KADİKÖY INMEK MECBURIYETINDEN KALDIM ŞİKAYETCIYIM iett tespit: 86 km
Menfi,19:25 DE KOZYATAĞI METRODAN GECİKMELİ KALKAN 14KS HATLI OTOBUS SAAT 20:25 DE KAMER SOKAK DURAĞINDA DURMAMIŞTIR.BUNDAN DOLAYI ŞİKAYETÇİYİM.GEREKLİ İŞLEMLERİN YAPILMASINI TALEP EDİYORUM. iett tespit: 52 km
Müspet,HAT:55T YÖN:TAKSİM DURAK:ARGAÇ SOKAK SAAT:19:50 BELİRTMİŞ OLDUĞUM ARAÇ B1758 KAPI NUMARALI ARACA BİNDİM.ARAÇ ŞOFÖRÜ AKBİL BASMAYAN VATANDAŞTAN ÜCRET ALDIĞI İÇİN ŞİKAYETÇİYİM.GEREĞİNİN YAPILMASINI TALEP EDİYORUM.
Müspet,İETT Otobüs Şoförleri HK. Sayın çok değerli yetkili İlgililer in Dikkatlerine Bir kez daha vurgu yapmak ve beklentimizin yaptırımını görmek dileğimi öncelikli olarak ifade etmek isterim. EKte daha önce yine aynı konu başlığında başka bir şikayetimi göreceksiniz. Bu kez yine çok daha acı ve insanlık dışı bir olayı dillendirmek istiyorum şöyleki 08.01.2018 tarih saat 19.00 suları yer Kozyatağı Metro otobüs durağı Engelli bir genç kızımız yanlız başına tekerlekli arabası ile metrodan çıkışından otobüs durağına kadar kendisine yardımcı olmak üzere refakat ettim 19F lere bineceğini ve Atatürk caddesinde ineceğini söyledi.Gelen C-1700 Plakalı otobüs duraktan epeyce uzakta durarak yolcu indirdi engelli kızımızın otobüse binebilmesi için otobüsün durağa yanaşması ve rampasınının açılması gerekirdi.Ne hazindirki benimle birlikte bir beyendi Şoföre durağa yanaşması ve yardımcı olmasını rica etmemize rağmen şoför bey umursamadan direksiyonu kırarak engelli kızımızı yüzüstü bırakarak uzaklaşarak yoluna devam etti.Benimle birlikte yardımcı olan beyefendi hemen akabinde ALO 153 no lu telefonu arayarak durumu ilgililere iletti bu ve benzer durumların olmaması ve biz vatandaşların mağdur olmamaları için ilgililerden gereğinin yapılmasını hasseten rica ediyor ve konu hakkında ilgi vede bilgi bekliyorum Saygılarımla.......
Menfi,BELİRTMİŞ OLDUĞUM HAT NUMARALI OTOBÜSÜ BOSTANLIK DURAĞINDA KURTKÖY YÖNÜNE GİTMEKİ İÇİN BEKLEMEKTEYİM ARAÇ SAAT 17:59 CİVARI GELDİ ANCAK DURAKTA DURMADI. ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI TALEP ETMEKTEYİM. 36 KM DURAK İHLALİ
Müspet,08.01.2018 tarihinde C 1731 kodlu araca yapılan denetimlerde araç sürücüsünün gün boyu kart basmadan calıştığı tesbit edilmiştir.
Menfi,08.01.2018 tarihinde C 1505 kodlu araca yapılan denetimlerde araç sürücüsünün belirlenen süreden fazla olarak çalıştığı tesbit edilmiştir.
Müspet,131 HAT NUMARALI 34 FC 5144 PLAKALI C-1601 KAPI KODLU ARAÇ ŞOFÖRÜ ÜMRANİYE YÖNÜNE İLERLERKEN YOLA ÇIKMAKTAYKEN ARACI ÜZERİME SÜRDÜ BEN DE ONUN ÖNÜNE GEÇTİM YAN TARAFIMA GELİP KAPIYI AÇIP TARAFIMA KÜFÜRLER ETTİ KAFANI DAĞITIRIM GİBİ İFADELER KULLANDI BU ARAÇ ŞOFÖRÜNDEN ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDİYORUM
Müspet,08.01.2018 tarihinde yapılan denetimlerde sürücünün gün boyu tek şoför olarak çalışma yaptığı anlaşılmıştır
Müspet,08.01.2018 tarihinde yapılan denetimlerde sürücünün belirlenen süreden fazla olarak çalıştığı anlaşılmıştır
Menfi,DURAKTA DURMADAN DEVAM ETTİ ŞÖFÖR iett tespit: 38 km
Menfi,Yapılan denetimlerde Şöför Muzaffer Türkmenin ÖHO sertifikası olduğu İOAŞ sertifikası olmadığı ve sertifikasız çalıştığı gözlemlenmiştir.
Menfi,08.01.2018 tarihinde C 1611 kodlu araca yapılan denetimlerde araç sürücüsünün belirlenen süreden fazla olarak çalıştığı tesbit edilmiştir.
Müspet,Şoför yolculara çok sert ithamlarda bulundu ve 90 yaşında bir amcayı iterek geriye savurdular iki kişi vardı birisi ayakta duruyor diğeri aracı kullanıyor. Sırf kendi rahatı için sıkışmaması için insanları ön kapıdan bindirmedi arka kapıdan bindirdi. Yenidoğan istikametinde
Müspet,08.01.2018 tarihinde C 1752 kodlu araca yapılan denetimlerde araç sürücüsünün belirlenen süreden fazla olarak çalıştığı tesbit edilmiştir.
Müspet,34 ZN 1602 PLAKA NUMARALI OTOBÜSE KIZIM HACIOSMAN DURAĞINDAN BİNMEK İSTEDİ . BEN ARAÇ İÇİNDEYDİM. KIZIM ENGELLİ ORTA KAPIYI AÇMADI. BEN AÇAR MISINIZ DEDİM. ZORLA KAPIYI AÇTI BENDE KENDİSİNİ ŞİKAYET EDECEĞİMİ SÖYLEDİM. GİT NEREYE ŞİKAYET EDİYORSAN ET DEDİ VE BANA BAĞIRDI. KENDİSİNDEN ŞİKAYETÇİYİM . Hat No Paylaşılmadı.
Müspet,14ES ESENŞEHİR YÖNÜ DURAK:TURGUT AYDIN İO SAAT:16:19 C-1777 KAPI NUMARASI BELİRTMİŞ OLDUĞUM OTOBÜS DURAKTA DURMASI İÇİN İŞARET YAPTIM ANCAK KENDİSİ DURAKLAMA YAPMAYARAK YOLUNA DEVAM ETTİ ŞİKAYETÇİYİM iett tespit: 29km
Müspet,08.01.2018 tarihinde yapılan denetimde belirlenen süreden fazla çalıştığı tespit edilmiştir
Müspet,08.01.2018 tarihinde yapılan denetimde belirlenen süreden fazla çalıştığı tespit edilmiştir
Menfi,08.01.2018 tarihinde yapılan denetimde belirlenen süreden fazla çalıştığı tespit edilmiştir.
Menfi,08.11.2017 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Müspet,08.11.2017 Tarihinde Yapılan Denetimde Sürücü Personelin Belirlenen Süreden Fazla Çalıştığı Tespit Edilmiştir. Görüntü Ektedir
Müspet,İnsanların geçtiğini göre göre kırmızı ışıkta geçen otobüsler. Birisine çarpsa -kaza- denecek ama kazayla olan birşey yok kasıtlı yapılıyor. 34 KM 3910 - 34 UZ 8400 - 34 HY 4058 8 Ocak 2018 saat 14.35 Ayrıca bu şikayeti 2. kere yapıyorum. Video var adresi girmişim ama -Konu hakkında işlem yapılabilmesi için detay bilgiye -olay adresi yön- ihtiyaç duyulmaktadır- diye cevap geliyor. Belirttiğim adreste belirttiğim plakalı otobüsler kırmızı ışıkta geçti işte ne önemi var yönün Çok lazımsa ümraniye yönü. Hat No Paylaşılmadı.34 UZ 8400 KISMI
Müspet,Yaptaş a ait özel yol yardım Aracının ön arka sağ ve sol kısımlarında İOAŞ logoları bulunmaktadır
Müspet,C-1709 kodlu aracın kamera kayıt cihazının arızalı olduğu tespit edilmiştir.
Müspet,Yapılan uyarılara rağmen şöför kamera açışı sürekli değiştirildiği gözlemlenmiştir Rapor cevaplanırken eksikliğin giderildiğine dair fotoğraf veya belge eklenmesi gerekmektedir
Menfi,Araç ıçerisinde yangın tüpü bulunmadığı gözlemlenmiştir. Rapor cevaplanırken eksikliğin giderildiğine dair fotoğraf veya belge eklenmesi gerekmektedir
Müspet,Dış sol yan kısım uyarılara rağmen onarılmadığı gözlemlenmiştir. Rapor cevaplanırken eksikliğin giderildiğine dair fotoğraf veya belge eklenmesi gerekmektedir
Menfi,BEN BİLGİLERİNİ VERMİŞ OLDUĞUM ARACA BİNDİM KARTIMDA BAKİYE YOKTU ŞÖFÖRDEN KART BASMASINI VE BASTIĞI KADAR ÜCRET VERMEK İSTEDİM BEN 5.25 VERDİM ANCAK ŞÖFÖR BENDEN 6 LİRA TALEP ETTİ YADA GİT ARKADAN BİRİNDEN BUL DEDİ GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,C.1946 kodlu aracın kamera kayıt cihazının arızalı olduğu tespit edilmiştir.
Menfi,Yangın tüpünün tarihi geçmiş olduğu görüldü. Uyarılmasına rağmen değiştirilmemiştir.
Müspet,20.12.2017 tarihinde yapılan denetimlerde aracın fiyat tarifesi ve kart listesi panolarının olmadığı görülerek eksikliğin giderilmesi yönünde uyarı yapılarak süre verilmiştir. Ancak geçen süre zarfında eksikliğin giderilmediği tespit edilmiştir.
Müspet,146 HATTIN BAKIRKÖY İSTİKAMETİNE GİDERKEN OTOBÜS ŞOFÖRÜ ARAÇ İÇERİSİNDE SİGARA İÇERKEN GÖRDÜM:BU DURUMDAN DOLAYI GEREKLİ İŞLEMLERİN SAĞLANMASINI TALEP EDİYORUM.
Müspet,08.01.2017 Tarihinde Yapılan Denetimde Araç İçi Engelli Düğmesi Arızalı Oldugu Tespit Edilmiştir
Müspet,08.01.2018 Tarihinde Yapılan Denetimde Aracın Engelli Düğmesi Arızalı Olduğu Tespit Edildi.
Müspet,08.01.2017 Tarihinde Yapılan Denetimde Aracın Yan Tabelasının Arızalı Olduğu ve İç Ekranların İkiside Arızalı Olduğu Tespit Edilmiştir. Görüntü Ektedir
Müspet,08.10 PENDİK İDO DURAĞINA GİRMEDİ.IŞIKLARINI KAPATIP DURAK OLMAYAN YERDE YOLCU İNDİRDİ. C1869 KADIKÖY YÖNÜNE GİDEN ARAÇ E-9 iett tespit: 31 km
Müspet,23.11.2017 tarihinde yapılan denetimlerde kamera kayıt cihazının kameraların çalışmadığı görülerek kamera sisteminin onarılması yönünde uyarı yapılarak süre verilmiştir. Ancak geçen süre zarfında kamera sisteminin onarım yapılmadığı tespit edilmiştir.
Müspet,Eminönü-kuyumcukent a-1447 hat numaralı araç şoförü saat10:40 da araçda yolcu varken sigara içiyordu Hat numarası 31E ve olay saati 22:40 Aracın üzerinde bu şekilde yazıyodu O saatdeki aracı bulabilirsinz Çok zor değil sizin için 22:40 da yasemin konakları durağında indim Olur yarın işimi gücümü bırakır peşinden koşar araştırırım Araçlarda takip cihazı var Saat 22:40 doğu sanayi sitesi durağından geçen aracı tespit edemiyosanız o zaman daha ne diye araçlara takip cihazı kamera koyuyorsunuz KAPI NUMARASI ÇIKMAMAKTADIR. VATANDAŞIN ISRARI ÜZERİNE ALINMIŞTIR. ARAÇ KODU TEMSİLİ SEÇİLMİŞTİR.
